exposure	outcome	pt	pve.exposure	samplesize.exposure	samplesize.outcome	nsnps	k.outcome	method	b	se	pval	outliers_removed	logistic	or	beta	F	Alpha	NCP	Power
Howard2018dep	covidhgi2020A2v6alleur	5e-8	0.001650926750579095	322580	1388208	14	0.005504218388022544	Inverse variance weighted (fixed effects)	-0.2319098189915909	0.3614339831106837	0.5211081803128961	FALSE	TRUE	0.793017635212157	NA	38.10084365204377	0.05	0.5388152229092555	0.11364366772786205
Howard2018dep	covidhgi2020B2v6alleur	5e-8	0.001650926750579095	322580	1388208	14	0.013402170279958046	Inverse variance weighted (fixed effects)	-0.11875490944986135	0.2133740528320303	0.5778298620234162	FALSE	TRUE	0.8880254207314658	NA	38.10084365204377	0.05	0.38116517053146604	0.09468234971191303
Howard2018dep	covidhgi2020B2v6alleur	5e-8	0.001543812931939573	322580	1388208	13	0.013402170279958046	Inverse variance weighted (fixed effects)	0.08780121405268207	0.22216416642779535	0.6926888637417095	TRUE	TRUE	1.0917710717088915	NA	38.36550317563679	0.05	0.23809852761604383	0.07769324036762182
Howard2018dep	covidhgi2020C2v6alleur	5e-8	0.001650926750579095	322580	1388208	14	0.07043829166810738	Inverse variance weighted (fixed effects)	-0.12637136839363636	0.07637226743938043	0.09799021029368575	FALSE	TRUE	0.8812875036801634	NA	38.10084365204377	0.05	2.1526011988268015	0.31138568196237615
Jansen2018insom	covidhgi2020A2v6alleur	5e-8	0.001383625999529006	386533	1388208	13	0.005504218388022544	Inverse variance weighted (fixed effects)	0.325661718024674	0.38940848211251566	0.4029870133472301	FALSE	TRUE	1.38494678708601	NA	41.19528638560516	0.05	1.5526935246574636	0.23831963835234904
Jansen2018insom	covidhgi2020B2v6alleur	5e-8	0.001383625999529006	386533	1388208	13	0.013402170279958046	Inverse variance weighted (fixed effects)	0.31197948525407554	0.23256338820332229	0.17976416889761698	FALSE	TRUE	1.3661266670005332	NA	41.19528638560516	0.05	3.3772449578054013	0.4514291704838387
Jansen2018insom	covidhgi2020C2v6alleur	5e-8	0.001383625999529006	386533	1388208	13	0.07043829166810738	Inverse variance weighted (fixed effects)	0.12390466290743671	0.08249463185220607	0.1331042284104566	FALSE	TRUE	1.1319079530416725	NA	41.19528638560516	0.05	2.150577629290258	0.3111427818728386
Liu2019smkint	covidhgi2020A2v6alleur	5e-8	0.004390762399925079	632802	1388208	84	0.005504218388022544	Inverse variance weighted (fixed effects)	0.380244131688698	0.2199977252266126	0.08391648386477965	FALSE	TRUE	1.462641623020233	NA	33.218593204704916	0.05	7.11344531219361	0.760262210125898
Liu2019smkint	covidhgi2020B2v6alleur	5e-8	0.004390762399925079	632802	1388208	84	0.013402170279958046	Inverse variance weighted (fixed effects)	0.4459350902306898	0.13084481144989915	6.541162449731418e-4	FALSE	TRUE	1.561950077424008	NA	33.218593204704916	0.05	25.17550442751321	0.9988842494141068
Liu2019smkint	covidhgi2020C2v6alleur	5e-8	0.004390762399925079	632802	1388208	84	0.07043829166810738	Inverse variance weighted (fixed effects)	0.1159985456314723	0.046269500012265055	0.012175394360517594	FALSE	TRUE	1.1229942388845893	NA	33.218593204704916	0.05	5.939931850359251	0.6834075742830035
Liu2019smkcpd	covidhgi2020A2v6alleur	5e-8	0.008433387145253986	263954	1388208	22	0.005504218388022544	Inverse variance weighted (fixed effects)	0.25844846969080576	0.15372248832916563	0.0927111620663912	FALSE	TRUE	1.2949194205354728	NA	102.03469364805552	0.05	5.558520844872048	0.6545776350617256
Liu2019smkcpd	covidhgi2020A2v6alleur	5e-8	0.00831807777454219	263954	1388208	21	0.005504218388022544	Inverse variance weighted (fixed effects)	0.20361073587359269	0.15456530227054113	0.18773404625024104	TRUE	TRUE	1.2258208924731069	NA	105.42007827631353	0.05	3.2162244526109527	0.433937327629317
Liu2019smkcpd	covidhgi2020B2v6alleur	5e-8	0.008433387145253986	263954	1388208	22	0.013402170279958046	Inverse variance weighted (fixed effects)	0.20530617430218906	0.09259067601108693	0.0265990074810674	FALSE	TRUE	1.2279009591349939	NA	102.03469364805552	0.05	7.996717842354564	0.8072716147729841
Liu2019smkcpd	covidhgi2020C2v6alleur	5e-8	0.008433387145253986	263954	1388208	22	0.07043829166810738	Inverse variance weighted (fixed effects)	0.007887520788406866	0.03286525392881205	0.8103335626031336	FALSE	TRUE	1.007918709226392	NA	102.03469364805552	0.05	0.04801421654664822	0.05551825377435915
Kunkle2019load	covidhgi2020A2v6alleur	5e-8	0.0639255972748098	54162	1388208	19	0.005504218388022544	Inverse variance weighted (fixed effects)	-0.09320338485859772	0.06818358171058309	0.1716417237390687	FALSE	TRUE	0.9110081961795922	NA	194.60102280537248	0.05	3.8509898186535914	0.5010132383578685
Kunkle2019load	covidhgi2020B2v6alleur	5e-8	0.0639255972748098	54162	1388208	19	0.013402170279958046	Inverse variance weighted (fixed effects)	-0.02175631100615463	0.03863787661563037	0.5733787277252395	FALSE	TRUE	0.9784786504782567	NA	194.60102280537248	0.05	0.5437970573339639	0.11424638715799829
Kunkle2019load	covidhgi2020C2v6alleur	5e-8	0.0639255972748098	54162	1388208	19	0.07043829166810738	Inverse variance weighted (fixed effects)	-0.001034957611260361	0.013240387532744551	0.9376954378113048	FALSE	TRUE	0.9989655777726524	NA	194.60102280537248	0.05	0.006218353195213056	0.05071262373626417
Revez2020vit250hd	covidhgi2020A2v6alleur	5e-8	0.035441222530693914	417580	1388208	108	0.005504218388022544	Inverse variance weighted (fixed effects)	0.07030393196278761	0.08028495389256403	0.38120399702276697	FALSE	TRUE	1.0728342003121474	NA	142.03080663827473	0.05	1.4275686740681357	0.22289276162453953
Revez2020vit250hd	covidhgi2020A2v6alleur	5e-8	0.035315719770135943	417580	1388208	107	0.005504218388022544	Inverse variance weighted (fixed effects)	0.0979829334355653	0.0804334900331751	0.22315338386082303	TRUE	TRUE	1.1029439614836944	NA	142.83230184397223	0.05	2.840901003741424	0.3919964412349024
Revez2020vit250hd	covidhgi2020B2v6alleur	5e-8	0.035441222530693914	417580	1388208	108	0.013402170279958046	Inverse variance weighted (fixed effects)	0.1117766323335643	0.046826963532582665	0.016985829816681626	FALSE	TRUE	1.1182630489384522	NA	142.03080663827473	0.05	9.071542260905089	0.8535859030237861
Revez2020vit250hd	covidhgi2020B2v6alleur	5e-8	0.035315719770135943	417580	1388208	107	0.013402170279958046	Inverse variance weighted (fixed effects)	0.13367478926034473	0.04691772111948655	0.00438386626009739	TRUE	TRUE	1.14302103647727	NA	142.83230184397223	0.05	13.21269629829356	0.9530292938805429
Revez2020vit250hd	covidhgi2020C2v6alleur	5e-8	0.035441222530693914	417580	1388208	108	0.07043829166810738	Inverse variance weighted (fixed effects)	-0.006681664240543609	0.01645176125007448	0.68464215160476	FALSE	TRUE	0.9933406084441591	NA	142.03080663827473	0.05	0.1429974099911367	0.06653668730585072
Revez2020vit250hd	covidhgi2020C2v6alleur	5e-8	0.035315719770135943	417580	1388208	107	0.07043829166810738	Inverse variance weighted (fixed effects)	0.007384446360465932	0.016483792184611663	0.6541660047149185	TRUE	TRUE	1.0074117786209404	NA	142.83230184397223	0.05	0.17615814766675852	0.07041340302905807
Okada2014rartis	covidhgi2020A2v6alleur	5e-8	0.18436491844890876	58284	1388208	44	0.005504218388022544	Inverse variance weighted (fixed effects)	-0.08182949969871321	0.03343533065889674	0.01438925836233767	FALSE	TRUE	0.921429049234485	NA	299.18762157946674	0.05	8.65657025081798	0.8370099106286869
Okada2014rartis	covidhgi2020A2v6alleur	5e-8	0.1821879863037442	58284	1388208	43	0.005504218388022544	Inverse variance weighted (fixed effects)	-0.04760129474954699	0.033691417448062026	0.15769655452157383	TRUE	TRUE	0.9535138822907401	NA	301.7304637999256	0.05	2.9932765943781323	0.40921426077989753
Okada2014rartis	covidhgi2020B2v6alleur	5e-8	0.18436491844890876	58284	1388208	44	0.013402170279958046	Inverse variance weighted (fixed effects)	-0.018624096089621418	0.019233630290665365	0.3328901030656399	FALSE	TRUE	0.9815482607327044	NA	299.18762157946674	0.05	1.1527616316271547	0.18893700517699386
Okada2014rartis	covidhgi2020B2v6alleur	5e-8	0.1821879863037442	58284	1388208	43	0.013402170279958046	Inverse variance weighted (fixed effects)	-0.0038319556706967253	0.01936004761060596	0.8430989651265828	TRUE	TRUE	0.9961753769024125	NA	301.7304637999256	0.05	0.04892281748662869	0.05562302416156428
Okada2014rartis	covidhgi2020C2v6alleur	5e-8	0.18436491844890876	58284	1388208	44	0.07043829166810738	Inverse variance weighted (fixed effects)	7.614341586065335e-4	0.006836854420333255	0.9113213617293079	FALSE	TRUE	1.0007617241231872	NA	299.18762157946674	0.05	0.009722292917208665	0.051114447629155846
Nalls2019pd	covidhgi2020A2v6alleur	5e-8	0.0022744295896449064	482730	1388208	19	0.005504218388022544	Inverse variance weighted (fixed effects)	0.4765968481677063	0.3069559519067521	0.12050545794086562	FALSE	TRUE	1.6105840032594367	NA	57.91540383541596	0.05	6.413328547017452	0.7165088501841366
Nalls2019pd	covidhgi2020A2v6alleur	5e-8	0.0020846780725665725	482730	1388208	18	0.005504218388022544	Inverse variance weighted (fixed effects)	0.015743743928303376	0.3229672510170519	0.9611207733577413	TRUE	TRUE	1.0158683296211344	NA	56.02217915772766	0.05	0.003988221832112763	0.050456979324336015
Nalls2019pd	covidhgi2020B2v6alleur	5e-8	0.0022744295896449064	482730	1388208	19	0.013402170279958046	Inverse variance weighted (fixed effects)	0.4591795279002809	0.18632595216715056	0.013724727034848422	FALSE	TRUE	1.582774829519193	NA	57.91540383541596	0.05	14.022021567302485	0.9628397357497924
Nalls2019pd	covidhgi2020B2v6alleur	5e-8	0.0020216639867369694	482730	1388208	17	0.013402170279958046	Inverse variance weighted (fixed effects)	0.24845307660152116	0.19879309002674742	0.2113699092583046	TRUE	TRUE	1.2820406632529782	NA	57.52108043595887	0.05	2.932775502532993	0.40240814716913
Nalls2019pd	covidhgi2020C2v6alleur	5e-8	0.0022744295896449064	482730	1388208	19	0.07043829166810738	Inverse variance weighted (fixed effects)	-0.04252955836649277	0.06687939555187557	0.5248323365641603	FALSE	TRUE	0.9583621374829913	NA	57.91540383541596	0.05	0.36057179697301933	0.09222303378521823
Nalls2019pd	covidhgi2020C2v6alleur	5e-8	0.0016406125660900113	482730	1388208	16	0.07043829166810738	Inverse variance weighted (fixed effects)	0.0305944941149627	0.07870016365832379	0.6974629196891966	TRUE	TRUE	1.0310673152390752	NA	49.57790147910497	0.05	0.14331238072232216	0.06657343923135461
Nicolas2018als	covidhgi2020A2v6alleur	5e-8	0.004398965599844891	80610	1388208	6	0.005504218388022544	Inverse variance weighted (fixed effects)	-0.012416561726935262	0.22686693135993335	0.9563530960472526	FALSE	TRUE	0.9876602057178987	NA	59.356076044042474	0.05	0.005090716468821092	0.050583350552625195
Nicolas2018als	covidhgi2020B2v6alleur	5e-8	0.004398965599844891	80610	1388208	6	0.013402170279958046	Inverse variance weighted (fixed effects)	0.19489462431938576	0.13773202283926816	0.1570603813410514	FALSE	TRUE	1.2151829290145617	NA	59.356076044042474	0.05	3.7196248668044554	0.48755316345416866
Nicolas2018als	covidhgi2020C2v6alleur	5e-8	0.004398965599844891	80610	1388208	6	0.07043829166810738	Inverse variance weighted (fixed effects)	-0.010921262765947279	0.04876329128283628	0.8227846613357054	FALSE	TRUE	0.9891381577119767	NA	59.356076044042474	0.05	0.04724624488031838	0.05542970912416523
Ligthart2018crp	covidhgi2020A2v6alleur	5e-8	0.038058724247538145	204402	1388208	46	0.005504218388022544	Inverse variance weighted (fixed effects)	0.0432234365189616	0.07635252085993412	0.5713233598375269	FALSE	TRUE	1.0441711747605051	NA	175.76528498315193	0.05	0.5639995461368886	0.11669256062199673
Ligthart2018crp	covidhgi2020A2v6alleur	5e-8	0.037877408501122284	204402	1388208	45	0.005504218388022544	Inverse variance weighted (fixed effects)	0.0061357586089205544	0.07656182655379895	0.9361249349410835	TRUE	TRUE	1.0061546209342656	NA	178.78238432973643	0.05	0.010902012811611626	0.051249779216589464
Ligthart2018crp	covidhgi2020B2v6alleur	5e-8	0.03855672086069173	204402	1388208	47	0.013402170279958046	Inverse variance weighted (fixed effects)	0.10011028701054657	0.04498718449001173	0.026060650088663817	FALSE	TRUE	1.1052928107938134	NA	174.36596128773917	0.05	7.825390210741393	0.7988243767744447
Ligthart2018crp	covidhgi2020B2v6alleur	5e-8	0.03837540511427587	204402	1388208	46	0.013402170279958046	Inverse variance weighted (fixed effects)	0.06976338646034297	0.04510076113969711	0.12190330227442002	TRUE	TRUE	1.0722544413174748	NA	177.28616564807191	0.05	3.670634274976303	0.48247581810181017
Ligthart2018crp	covidhgi2020C2v6alleur	5e-8	0.038058724247538145	204402	1388208	46	0.07043829166810738	Inverse variance weighted (fixed effects)	0.03641913699808937	0.01598419470395666	0.022699971772052137	FALSE	TRUE	1.0370904383808814	NA	175.76528498315193	0.05	4.7346987803834875	0.5855130144880223
Ligthart2018crp	covidhgi2020C2v6alleur	5e-8	0.037877408501122284	204402	1388208	45	0.07043829166810738	Inverse variance weighted (fixed effects)	0.017041707098086247	0.016023105672105985	0.28752318239266456	TRUE	TRUE	1.0171877453896323	NA	178.78238432973643	0.05	1.0146519653519757	0.1718823243156088
Wood2014height	covidhgi2020A2v6alleur	5e-8	0.11191115984186034	253288	1388208	364	0.005504218388022544	Inverse variance weighted (fixed effects)	0.07151495253426746	0.041430202170558914	0.0843195230020987	FALSE	TRUE	1.074134211609845	NA	87.55963145138816	0.05	4.670061363489498	0.5796963524637093
